Date,Close,Volume
2024-09-06,292.2008361816406,515094
2024-09-09,290.84014892578125,571485
2024-09-10,291.9051208496094,681025
2024-09-11,290.3173522949219,563114
2024-09-12,292.05035400390625,694621
2024-09-13,290.6949462890625,498173
2024-09-16,287.2386474609375,492630
2024-09-17,286.5706481933594,367214
2024-09-18,285.98974609375,505905
2024-09-19,285.0990905761719,897903
2024-09-20,284.2858581542969,1672635
2024-09-23,280.8005065917969,697304
2024-09-24,278.496337890625,633128
2024-09-25,277.5765686035156,625589
2024-09-26,281.88482666015625,606769
2024-09-27,276.01788330078125,749133
2024-09-30,277.1602783203125,861024
2024-10-01,279.02880859375,510037
2024-10-02,277.876708984375,440109
2024-10-03,279.416015625,356046
2024-10-04,279.72589111328125,602353
2024-10-07,279.59033203125,282532
2024-10-08,283.2015075683594,494450
2024-10-09,285.60247802734375,395381
2024-10-10,284.76019287109375,572276
2024-10-11,286.357666015625,494307
2024-10-14,289.77520751953125,406619
2024-10-15,291.60498046875,539953
2024-10-16,290.05596923828125,628551
2024-10-17,292.17620849609375,693592
2024-10-18,291.0047302246094,820560
2024-10-21,293.376708984375,562860
2024-10-22,284.76019287109375,725885
2024-10-23,281.9816589355469,510871
2024-10-24,284.2180480957031,415514
2024-10-25,284.334228515625,418678
2024-10-28,282.6980895996094,374484
2024-10-29,283.3467102050781,600035
2024-10-30,278.3027038574219,559123
2024-10-31,277.8089599609375,651806
2024-11-01,272.64874267578125,620325
2024-11-04,277.2183837890625,354361
2024-11-05,274.9432373046875,346546
2024-11-06,276.6278381347656,280971
2024-11-07,274.36236572265625,472108
2024-11-08,276.20184326171875,491784
2024-11-11,278.16717529296875,518725
2024-11-12,277.5281677246094,422699
2024-11-13,276.4438781738281,392254
2024-11-14,275.0013122558594,423442
2024-11-15,268.1855773925781,921020
2024-11-18,263.7708435058594,890824
2024-11-19,262.7155456542969,1121461
2024-11-20,265.5618896484375,688603
2024-11-21,265.0003967285156,997247
2024-11-22,267.6628112792969,1041209
2024-11-25,272.1163024902344,1257089
2024-11-26,271.2933349609375,809069
2024-11-27,271.7967834472656,524613
2024-11-28,276.0953063964844,599680
2024-11-29,273.2296142578125,700043
2024-12-02,271.6903076171875,479294
2024-12-03,275.55316162109375,868457
2024-12-04,274.1203308105469,548241
2024-12-05,272.7261962890625,600129
2024-12-06,271.8742370605469,822044
2024-12-09,272.319580078125,609786
2024-12-10,273.0263366699219,475740
2024-12-11,270.7027587890625,553999
2024-12-12,269.4732360839844,340479
2024-12-13,268.7083740234375,652854
2024-12-16,267.9726257324219,346001
2024-12-17,270.0347595214844,536496
2024-12-18,273.2489929199219,710515
2024-12-19,269.9089050292969,834975
2024-12-20,267.7596435546875,1560327
2024-12-23,269.25054931640625,338993
2024-12-24,271.8064270019531,195649
2024-12-27,273.3554992675781,289051
2024-12-30,274.05255126953125,292649
2024-12-31,272.6099853515625,210673
2025-01-02,272.2227478027344,225009
2025-01-03,274.40106201171875,425862
2025-01-06,275.2530517578125,375381
2025-01-07,276.5987548828125,373136
2025-01-08,279.1449890136719,613130
2025-01-09,278.38983154296875,405762
2025-01-10,276.0082092285156,396813
2025-01-13,271.080322265625,604880
2025-01-14,270.7318115234375,426575
2025-01-15,267.5272216796875,485779
2025-01-16,266.8301696777344,733643
2025-01-17,266.2977294921875,950508
2025-01-20,265.8233337402344,530634
2025-01-21,264.7099914550781,575022
2025-01-22,261.64093017578125,854621
2025-01-23,261.3988952636719,737305
2025-01-24,263.3351745605469,647858
2025-01-28,263.7998962402344,680551
2025-01-29,268.5147705078125,601936
2025-01-30,270.8189697265625,488014
2025-01-31,271.49664306640625,845958
2025-02-03,266.5978088378906,505999
2025-02-04,264.8261413574219,460376
2025-02-05,261.7280578613281,877231
2025-02-06,264.1774597167969,783260
2025-02-07,261.2633361816406,635946
2025-02-10,261.7280578613281,707630
2025-02-11,248.7742919921875,1818036
2025-02-12,248.115966796875,1732053
2025-02-13,245.90859985351562,1307898
2025-02-14,248.71620178222656,1427828
2025-02-17,250.07159423828125,863928
2025-02-18,255.41578674316406,1393365
2025-02-19,256.4129638671875,1174551
2025-02-20,250.642822265625,1275990
2025-02-21,250.42984008789062,1390778
2025-02-24,252.6855926513672,883510
2025-02-25,254.10877990722656,571039
2025-02-26,256.3839111328125,702476
2025-02-27,251.9982452392578,883510
2025-02-28,252.2693328857422,1697246
2025-03-03,253.6537628173828,687482
2025-03-04,256.27740478515625,872529
2025-03-05,255.8417510986328,855410
2025-03-06,253.6537628173828,832358
2025-03-07,251.3883056640625,752977
2025-03-10,249.25363159179688,471213
2025-03-11,245.8671417236328,962517
2025-03-12,244.3446807861328,1048294
2025-03-13,242.5099334716797,763037
2025-03-14,244.03237915039062,985993
2025-03-17,241.9145965576172,661183
2025-03-18,241.7291717529297,1136961
2025-03-19,244.2666015625,754835
2025-03-20,249.17556762695312,1452095
2025-03-21,247.8873291015625,2323404
2025-03-24,247.2334442138672,339738
2025-03-25,250.61993408203125,652323
2025-03-26,246.83331298828125,963293
2025-03-27,246.33558654785156,733151
2025-03-28,246.63812255859375,831971
2025-03-31,243.28091430664062,812877
2025-04-01,245.51580810546875,625950
2025-04-02,249.04869079589844,805480
2025-04-03,251.47874450683594,836587
2025-04-04,247.20416259765625,1845439
2025-04-07,236.0590057373047,1633606
2025-04-08,239.88465881347656,1140889
2025-04-09,227.99777221679688,1612338
2025-04-10,235.96139526367188,965886
2025-04-11,227.4707794189453,1998705
2025-04-14,232.2723846435547,732983
2025-04-15,238.2255859375,933501
2025-04-16,236.0687713623047,783163
2025-04-17,233.58990478515625,823376
2025-04-22,230.86703491210938,1332774
2025-04-23,233.99002075195312,900385
2025-04-24,236.0687713623047,672208
2025-04-28,238.41099548339844,1083240
2025-04-29,239.5235595703125,446768
2025-04-30,245.08639526367188,1262608
2025-05-01,245.0766143798828,602670
2025-05-02,250.23931884765625,963274
2025-05-05,250.62969970703125,637372
2025-05-06,244.44227600097656,589532
2025-05-07,237.1325225830078,1313242
2025-05-08,234.1461639404297,1514013
2025-05-09,233.5508575439453,1160497
2025-05-12,229.481201171875,949095
2025-05-13,234.99522399902344,809269
2025-05-14,234.03880310058594,789689
2025-05-15,232.6432342529297,816857
2025-05-16,236.0004425048828,1022835
2025-05-19,235.96139526367188,418919
2025-05-20,238.15725708007812,685282
2025-05-21,239.30886840820312,558646
2025-05-22,240.65565490722656,618485
2025-05-23,240.45071411132812,692753
2025-05-26,241.10458374023438,284265
2025-05-27,242.99789428710938,457677
2025-05-28,241.1826629638672,522156
2025-05-29,242.03172302246094,509678
2025-05-30,241.0460205078125,1635203
2025-06-02,241.83653259277344,429599
2025-06-03,239.5430908203125,822581
2025-06-04,240.2945556640625,601651
2025-06-05,237.11300659179688,706107
2025-06-06,236.09803771972656,676605
2025-06-10,238.25485229492188,707288
2025-06-11,235.0537872314453,501001
2025-06-12,235.2489776611328,622476
2025-06-13,233.11167907714844,723664
2025-06-16,233.34591674804688,386113
2025-06-17,233.5313262939453,556721
2025-06-18,236.14683532714844,918666
2025-06-19,232.9652862548828,933749
2025-06-20,234.42919921875,2283756
2025-06-23,234.9854736328125,513427
2025-06-24,235.41488647460938,603600
2025-06-25,232.7115478515625,615956
2025-06-26,234.2047119140625,766977
2025-06-27,228.70045471191406,1223707
2025-06-30,233.7167510986328,934509
2025-07-01,232.50660705566406,673970
2025-07-02,233.99977111816406,807001
2025-07-03,235.20016479492188,680625
2025-07-04,236.91781616210938,504064
2025-07-07,242.01219177246094,684962
2025-07-08,240.02130126953125,919555
2025-07-09,237.84495544433594,732824
2025-07-10,236.5762481689453,608672
2025-07-11,235.12210083007812,770597
2025-07-14,235.78575134277344,474989
2025-07-15,244.62771606445312,868972
2025-07-16,241.4949493408203,744374
2025-07-17,242.41233825683594,747709
2025-07-18,251.1859893798828,1482572
2025-07-21,249.16578674316406,677921
2025-07-22,257.597900390625,1232930
2025-07-23,259.1105651855469,871123
2025-07-24,263.0728454589844,1036442
2025-07-25,261.47235107421875,963414
2025-07-28,264.0780944824219,531014
2025-07-29,265.4541320800781,612399
2025-07-30,264.5855407714844,653979
2025-07-31,264.380615234375,1068920
2025-08-01,257.6954345703125,1173472
2025-08-04,258.5347595214844,407945
2025-08-05,260.7696838378906,478963
2025-08-06,263.1119079589844,562668
2025-08-07,259.13983154296875,642872
2025-08-08,254.60174560546875,916281
2025-08-11,257.47100830078125,560596
2025-08-12,257.9491882324219,566033
2025-08-13,263.0630798339844,899256
2025-08-14,263.5998840332031,499742
2025-08-15,263.86334228515625,600591
2025-08-18,264.79052734375,595988
2025-08-19,220.0731964111328,5026031
2025-08-20,215.42776489257812,5534828
2025-08-21,220.5611572265625,2278663
2025-08-22,211.38739013671875,2451697
2025-08-25,211.19219970703125,1397238
2025-08-26,209.98204040527344,1869275
2025-08-27,210.518798828125,914028
2025-08-28,207.58123779296875,788032
2025-08-29,207.76666259765625,1120057
2025-09-01,205.209716796875,650591
2025-09-02,203.35543823242188,1302080
2025-09-03,201.64755249023438,1238754
2025-09-04,205.7757568359375,1184545
2025-09-05,204.21426391601562,1145142
2025-09-08,208.235107421875,961862
2025-09-09,207.26840209960938,1150528
2025-09-10,208.2458038330078,766988
2025-09-11,203.19094848632812,1481808
2025-09-12,205.17538452148438,1061162
2025-09-15,201.8778839111328,1373225
2025-09-16,199.34059143066406,1160156
2025-09-17,198.51129150390625,1266750
2025-09-18,195.81600952148438,2107594
2025-09-19,195.8456268310547,3357032
2025-09-22,196.70457458496094,743390
2025-09-23,197.39566040039062,926181
2025-09-24,194.8287353515625,1118618
2025-09-25,195.47047424316406,1032916
2025-09-26,191.75831604003906,1942206
2025-09-29,196.46762084960938,1013556
2025-09-30,195.67779541015625,996080
2025-10-01,196.27017211914062,872641
2025-10-02,203.61549377441406,1623950
2025-10-03,205.145751953125,1496506
2025-10-06,203.052734375,615666
2025-10-07,202.7269287109375,646554
2025-10-08,203.10211181640625,570261
2025-10-09,204.36581420898438,680842
2025-10-10,206.53781127929688,1075798
2025-10-13,206.0935516357422,533435
2025-10-14,208.31491088867188,1294426
2025-10-15,213.695556640625,1389123
2025-10-16,217.48667907714844,1398094
2025-10-17,215.71946716308594,1607027
2025-10-20,214.89016723632812,587929
2025-10-21,217.60516357421875,664484
2025-10-22,217.8914794921875,812258
2025-10-23,214.7815704345703,930887
2025-10-24,209.76620483398438,1211559
2025-10-27,208.7295684814453,798690
2025-10-28,175.5966339111328,4209921
2025-10-29,168.59686279296875,2900315
2025-10-30,177.27499389648438,2040613
2025-10-31,176.22848510742188,2081434
2025-11-03,173.15806579589844,1230333
2025-11-04,174.7377166748047,1237852
2025-11-05,174.09597778320312,715010
2025-11-06,177.20590209960938,1394369
2025-11-07,176.75173950195312,776756
2025-11-10,176.63328552246094,722862
2025-11-11,175.8533172607422,991396
2025-11-12,176.78135681152344,781505
2025-11-13,179.61483764648438,831162
2025-11-14,179.49636840820312,915819
2025-11-17,178.14381408691406,843062
2025-11-18,177.78839111328125,1041759
2025-11-19,176.9393310546875,933791
2025-11-20,176.07052612304688,910523
2025-11-21,176.5740509033203,1449117
2025-11-24,180.62185668945312,1556113
2025-11-25,179.82217407226562,778335
2025-11-26,180.57249450683594,997921
2025-11-27,183.81076049804688,1061590
2025-11-28,183.92922973632812,704886
2025-12-01,181.30308532714844,690698
2025-12-02,181.1056365966797,613066
2025-12-03,179.98013305664062,688846
2025-12-04,183.24801635742188,755783
2025-12-05,181.75723266601562,1049155
2025-12-08,183.13941955566406,600386
2025-12-09,179.50625610351562,878270
2025-12-10,179.31866455078125,693730
2025-12-11,176.5345458984375,855310
2025-12-12,181.58938598632812,973901
2025-12-15,177.02818298339844,1013640
2025-12-16,174.89566040039062,1578336
2025-12-17,171.1835174560547,1215809
2025-12-18,171.77589416503906,1175326
2025-12-19,172.85202026367188,1930903
2025-12-22,174.0663604736328,554540
2025-12-23,173.4246368408203,683948
2025-12-24,169.29782104492188,542529
2025-12-29,171.34149169921875,818551
2025-12-30,170.22586059570312,507640
2025-12-31,170.4529266357422,474918
2026-01-02,169.771728515625,459420
2026-01-05,170.26536560058594,484026
2026-01-06,166.14840698242188,1051387
2026-01-07,167.83665466308594,1039843
2026-01-08,172.2300262451172,944446
2026-01-09,172.0720672607422,740858
2026-01-12,172.87176513671875,573969
2026-01-13,171.11441040039062,682808
2026-01-14,171.28225708007812,1112245
2026-01-15,173.04946899414062,881337
2026-01-16,173.29627990722656,1136494
2026-01-19,174.25393676757812,529362
2026-01-20,174.45140075683594,896503
2026-01-21,173.86891174316406,1094312
2026-01-22,176.1396484375,959000
2026-01-23,177.334228515625,1049115
2026-01-27,179.9702606201172,1071150
2026-01-28,177.89698791503906,1028741
2026-01-29,177.11703491210938,823676
2026-01-30,179.111328125,1607749
2026-02-02,174.82656860351562,1031822
2026-02-03,175.8434600830078,744993
2026-02-04,179.3877716064453,861293
2026-02-05,178.93362426757812,1086704
2026-02-06,178.2030487060547,1230222
2026-02-09,178.07469177246094,930010
2026-02-10,169.20896911621094,1044408
2026-02-11,161.36013793945312,3833267
2026-02-12,150.25331115722656,4396774
2026-02-13,148.10104370117188,2441741
2026-02-16,150.23355102539062,1355621
2026-02-17,149.63131713867188,898970
2026-02-18,150.7963104248047,882762
2026-02-19,152.2278594970703,1376168
2026-02-20,151.31956481933594,1455538
2026-02-23,145.5045166015625,1632217
2026-02-24,143.15480041503906,1456420
2026-02-25,143.26339721679688,1578444
2026-02-26,144.1618194580078,1247826
2026-02-27,144.89239501953125,1684016
2026-03-02,145.425537109375,1179874
2026-03-03,143.39175415039062,988598
2026-03-04,141.0420379638672,1009233
2026-03-05,144.62583923339844,1393930
2026-03-06,144.4086456298828,956810
2026-03-09,140.41017150878906,1318863
2026-03-10,144.55999755859375,1042834
2026-03-11,142.5800018310547,1036022
2026-03-12,141.0399932861328,1491132
2026-03-13,141.02999877929688,1070995
2026-03-16,140.66000366210938,916396
2026-03-17,141.14999389648438,1118957
2026-03-18,138.0,1038499
2026-03-19,134.6199951171875,1830142
2026-03-20,138.5,4040965
2026-03-23,139.7899932861328,1071621
2026-03-24,139.38999938964844,902871
2026-03-25,140.99000549316406,1005234
2026-03-26,144.35000610351562,1135205
2026-03-27,143.19000244140625,1497215
2026-03-30,140.82000732421875,919731
2026-03-31,140.77999877929688,1361138
2026-04-01,142.1699981689453,1059740
2026-04-02,138.92999267578125,1019222
2026-04-07,140.30999755859375,1364997
2026-04-08,142.17999267578125,1332439
2026-04-09,140.22999572753906,1239015
2026-04-10,139.19000244140625,1121423
2026-04-13,137.2899932861328,1076257
2026-04-14,138.0800018310547,772145
2026-04-15,139.44000244140625,657099
2026-04-16,137.5500030517578,1349509
2026-04-17,137.1300048828125,1542554
2026-04-20,137.4199981689453,836289
2026-04-21,137.0,1273593
2026-04-22,129.19000244140625,2413188
2026-04-23,129.0,1780107
2026-04-24,130.0,1626734
2026-04-27,131.82000732421875,857492
2026-04-28,128.89999389648438,1382086
2026-04-29,125.77999877929688,1729074
2026-04-30,124.37000274658203,2133375
2026-05-01,124.83999633789062,3914127
2026-05-04,124.4000015258789,977715
2026-05-05,124.41000366210938,1428763
2026-05-06,124.58999633789062,1278897
2026-05-07,122.0,2117905
2026-05-08,119.87999725341797,2000927
2026-05-11,100.75,5014581
2026-05-12,98.55000305175781,4686964
2026-05-13,98.79000091552734,2099273
2026-05-14,97.26000213623047,1852386
2026-05-15,97.95999908447266,1913821
2026-05-18,96.22000122070312,1789367
2026-05-19,98.69000244140625,1371111
2026-05-20,98.47000122070312,1146072
2026-05-21,100.05000305175781,1367329
2026-05-22,99.76000213623047,2067177
